[INFO ] fr.inria.main.evolution.AstorMain.setupLogging(AstorMain.java:272) - Log file at: /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/repairnator.astor.jkali.log
[INFO ] fr.inria.main.AbstractMain.determineSourceFolders(AbstractMain.java:982) - Source folders: [/scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/src/main/java]
[INFO ] fr.inria.main.AbstractMain.determineSourceFolders(AbstractMain.java:1001) - Source Test folders: [/scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/src/test/java]
[INFO ] fr.inria.astor.core.solutionsearch.AstorCoreEngine.calculateSuspicious(AstorCoreEngine.java:911) - Test retrieved from classes: 2
[INFO ] fr.inria.astor.core.manipulation.MutationSupporter.buildSpoonModel(MutationSupporter.java:236) - Creating model,  Code location from working folder: /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/src/main/java
[INFO ] fr.inria.astor.core.manipulation.MutationSupporter.buildModel(MutationSupporter.java:67) - building model: /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/src/main/java, compliance level: 8
[INFO ] fr.inria.astor.core.manipulation.MutationSupporter.buildModel(MutationSupporter.java:81) - Classpath (Dependencies) for building SpoonModel: [/scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/javax/persistence/javax.persistence-api/2.2/javax.persistence-api-2.2.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/zaxxer/HikariCP/2.7.2/HikariCP-2.7.2.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/jupiter/junit-jupiter-api/5.6.0/junit-jupiter-api-5.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/apiguardian/apiguardian-api/1.1.0/apiguardian-api-1.1.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/opentest4j/opentest4j/1.2.0/opentest4j-1.2.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/platform/junit-platform-commons/1.6.0/junit-platform-commons-1.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/jupiter/junit-jupiter-engine/5.6.0/junit-jupiter-engine-5.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/platform/junit-platform-engine/1.6.0/junit-platform-engine-1.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/platform/junit-platform-launcher/1.6.0/junit-platform-launcher-1.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/h2database/h2/1.4.196/h2-1.4.196.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/slf4j/slf4j-api/1.7.25/slf4j-api-1.7.25.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/fasterxml/jackson/core/jackson-databind/2.9.3/jackson-databind-2.9.3.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/fasterxml/jackson/core/jackson-annotations/2.9.0/jackson-annotations-2.9.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/fasterxml/jackson/core/jackson-core/2.9.3/jackson-core-2.9.3.jar]
[INFO ] fr.inria.astor.core.solutionsearch.AstorCoreEngine.calculateSuspicious(AstorCoreEngine.java:925) - Setting up the max to 63280 milliseconds (63 sec)
[INFO ] fr.inria.astor.core.solutionsearch.AstorCoreEngine.initPopulation(AstorCoreEngine.java:720) - 
---- Creating spoon model
[INFO ] fr.inria.astor.core.manipulation.MutationSupporter.buildSpoonModel(MutationSupporter.java:236) - Creating model,  Code location from working folder: /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/src/main/java
[INFO ] fr.inria.astor.core.manipulation.MutationSupporter.buildModel(MutationSupporter.java:67) - building model: /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/src/main/java, compliance level: 8
[INFO ] fr.inria.astor.core.manipulation.MutationSupporter.buildModel(MutationSupporter.java:81) - Classpath (Dependencies) for building SpoonModel: [/scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/javax/persistence/javax.persistence-api/2.2/javax.persistence-api-2.2.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/zaxxer/HikariCP/2.7.2/HikariCP-2.7.2.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/jupiter/junit-jupiter-api/5.6.0/junit-jupiter-api-5.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/apiguardian/apiguardian-api/1.1.0/apiguardian-api-1.1.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/opentest4j/opentest4j/1.2.0/opentest4j-1.2.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/platform/junit-platform-commons/1.6.0/junit-platform-commons-1.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/jupiter/junit-jupiter-engine/5.6.0/junit-jupiter-engine-5.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/platform/junit-platform-engine/1.6.0/junit-platform-engine-1.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/junit/platform/junit-platform-launcher/1.6.0/junit-platform-launcher-1.6.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/h2database/h2/1.4.196/h2-1.4.196.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/org/slf4j/slf4j-api/1.7.25/slf4j-api-1.7.25.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/fasterxml/jackson/core/jackson-databind/2.9.3/jackson-databind-2.9.3.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/fasterxml/jackson/core/jackson-annotations/2.9.0/jackson-annotations-2.9.0.jar, /scratch/dginelli/workspace/repairnator-repairnator-experiments-rlemaigre-JMiniORM-347294993-20180228-153207-firstCommit/.m2/com/fasterxml/jackson/core/jackson-core/2.9.3/jackson-core-2.9.3.jar]
[INFO ] fr.inria.astor.core.solutionsearch.AstorCoreEngine.initModel(AstorCoreEngine.java:790) - Number of CtTypes created: 64
[INFO ] fr.inria.astor.core.solutionsearch.AstorCoreEngine.initPopulation(AstorCoreEngine.java:724) - 
---- Initial suspicious size: 0
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 15, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 20, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 25, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 30, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 35, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 40, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtIfImpl, suspValue 0.0, line 40, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 41, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 46, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 51, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 56, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 62, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 67, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 72, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 77, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 82, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 88, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 93, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 98, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 103, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 108, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 114, file AbstractQueryTarget.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 13, file Database.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 18, file Database.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 24, file Database.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtThrowImpl, suspValue 0.0, line 26, file Database.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 33, file Database.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 41, file Database.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 29, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 34, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 39, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 44, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 49, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 54, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 59, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 64, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 69, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtAssignmentImpl, suspValue 0.0, line 74, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtReturnImpl, suspValue 0.0, line 90, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtLocalVariableImpl, suspValue 0.0, line 94, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 95, file DatabaseConfig.java
[INFO ] fr.inria.astor.core.solutionsearch.population.ProgramVariantFactory.createModificationPoints(ProgramVariantFactory.java:192) - --ModificationPoint:CtInvocationImpl, suspValue 0.0, line 96, file DatabaseConfig.java
